,ver_claim_ids,named_entities
184,vclaim-pol-00184,"[['Donald Trump', 4848272, 'Q22686'], ['tweet', 9988187, 'Q918'], ['Gov.', 12861, 'Q2347975'], ['Ron DeSantis', 36729527, 'Q3105215'], ['Florida', 18933066, 'Q812']]"
185,vclaim-pol-00185,"[['Exxon Mobil', 18848197, 'Q156238'], ['California attorney general', 3147682, 'Q3406489']]"
186,vclaim-pol-00186,"[['Jobs Act', 35007150, 'Q1513873'], ['typical American', 180275, 'Q5564935'], ['3 percent', 'not available', 'not available'], ['unemployment', 31741, 'Q41171']]"
187,vclaim-pol-00187,"[['The Green New Deal', 'not available', 'not available'], ['commercial air travel', 58422, 'Q765633']]"
188,vclaim-pol-00188,"[['70%', 'not available', 'not available'], ['pollution', 312266, 'Q183129'], ['carbon', 5299, 'Q623']]"
189,vclaim-pol-00189,"[['actor', 21504235, 'Q33999'], ['Tim Allen', 188899, 'Q208408'], ['Democrat', 5043544, 'Q29552'], ['Facebook', 7529378, 'Q355']]"
190,vclaim-pol-00190,"[['don’t', 43037173, 'Q17646620']]"
191,vclaim-pol-00191,"[['Rihanna', 2110323, 'Q36844'], ['90,000', 'not available', 'not available'], ['Amazon rainforest', 48139, 'Q177567']]"
192,vclaim-pol-00192,"[['Gov.', 'not available', 'not available'], ['Evers', 'not available', 'not available'], ['WEDC', 8489412, 'Q7948796']]"
193,vclaim-pol-00193,"[['America', 149240, 'Q126852'], ['blackface', 89708, 'Q880808']]"
194,vclaim-pol-00194,"[['Alexandria Ocasio', 'not available', 'not available'], ['Cortez', 'not available', 'not available'], ['tweeted', 9988187, 'Q918'], ['gas station', 61260, 'Q205495'], ['moving forward', 6273584, 'Q248966']]"
195,vclaim-pol-00195,"[['Amazon rainforest', 48139, 'Q177567'], ['directly related', 2697292, 'Q7662290'], ['United States and China', 277880, 'Q2280045']]"
196,vclaim-pol-00196,"[['Dorian', 'not available', 'not available']]"
197,vclaim-pol-00197,"[['Iraq War', 5043324, 'Q545449']]"
198,vclaim-pol-00198,"[['1789', 'not available', 'not available'], ['Congress', 'not available', 'not available'], ['U.S.', 3434750, 'Q30'], ['50 cents', 'not available', 'not available']]"
199,vclaim-pol-00199,"[['Hollywood blacklist', 21556126, 'Q16864771']]"
200,vclaim-pol-00200,"[['Hurricane Dorian', 'not available', 'not available'], ['Bahamas', 3451, 'Q778']]"
201,vclaim-pol-00201,"[['Silver Star', 29539, 'Q852071'], ['Navy', 'not available', 'not available'], ['Afghanistan', 737, 'Q889'], ['ravine', 2014227, 'Q2042028']]"
202,vclaim-pol-00202,"[['From 2010 to 2017', 'not available', 'not available'], ['natural gas', 22131, 'Q40858'], ['70 percent', 'not available', 'not available'], ['New York', 8210131, 'Q1384'], ['1,000 percent', 'not available', 'not available'], ['Pennsylvania', 23332, 'Q1400']]"
203,vclaim-pol-00203,"[['Cinderella Castle', 1165760, 'Q2742709'], ['Magic Kingdom', 537362, 'Q1324340']]"
204,vclaim-pol-00204,"[['Winston Churchill', 33265, 'Q8016']]"
205,vclaim-pol-00205,"[['Donald Trump', 4848272, 'Q22686'], ['Jesus', 1095706, 'Q302']]"
206,vclaim-pol-00206,"[['Jeffrey Epstein', 6253522, 'Q2904131']]"
207,vclaim-pol-00207,"[['U.S. Rep', 19468510, 'Q11701'], ['Ilhan Omar', 51289996, 'Q26436159'], ['Al’ Qaida', 'not available', 'not available'], ['Somalia', 27358, 'Q1045']]"
208,vclaim-pol-00208,"[['1988', 'not available', 'not available'], ['exorcism', 3700127, 'Q172663'], ['Hurricane Ike', 19135118, 'Q392603']]"
209,vclaim-pol-00209,"[['Say Gov', 'not available', 'not available'], ['Tony Evers', 31654936, 'Q7822309'], ['sales tax holiday', 1458816, 'Q3504234']]"
210,vclaim-pol-00210,"[['Abaco Island', 856364, 'Q304371'], ['Bahamas', 3451, 'Q778']]"
211,vclaim-pol-00211,"[['George Washington', 11968, 'Q23']]"
212,vclaim-pol-00212,"[['Dan Bishop', 46861208, 'Q20090301']]"
213,vclaim-pol-00213,"[['Florida', 18933066, 'Q812']]"
214,vclaim-pol-00214,"[['U.S.', 3434750, 'Q30'], ['Israel', 9282173, 'Q801'], ['$3 billion', 'not available', 'not available'], ['Detroit', 8687, 'Q12439']]"
215,vclaim-pol-00215,"[['climate scientists', 326324, 'Q3115646'], ['rising sea levels', 21171721, 'Q841083']]"
216,vclaim-pol-00216,"[['Dan McCready', 'not available', 'not available'], ['open borders', 17373971, 'Q17163396'], ['sanctuary cities', 10511069, 'Q3559093']]"
217,vclaim-pol-00217,"[['President Donald Trump', 4848272, 'Q22686'], ['taking money', 209411, 'Q157833'], ['Congress', 'not available', 'not available'], ['asylum seekers', 276005, 'Q564811']]"
218,vclaim-pol-00218,"[['Assembly Democrats', 'not available', 'not available'], ['Americans with Disabilities Act', 1338, 'Q1111004'], ['Vos', 'not available', 'not available'], ['nation’s', 3434750, 'Q30'], ['bipartisan', 842911, 'Q333034'], ['National Conference of State Legislatures', 6670962, 'Q17091238']]"
219,vclaim-pol-00219,"[['200,000', 'not available', 'not available'], ['bail', 170652, 'Q162351']]"
220,vclaim-pol-00220,"[['developed nations', 78255, 'Q132453']]"
221,vclaim-pol-00221,"[['1', 'not available', 'not available'], ['4', 'not available', 'not available'], ['car accidents', 19740545, 'Q9687'], ['U.S.', 3434750, 'Q30'], ['texting and driving', 23750915, 'Q11263493']]"
222,vclaim-pol-00222,"[['Crimea', 163045, 'Q7835'], ['President Obama', 534366, 'Q76'], ['Russia', 25391, 'Q159'], ['G-8', 59755, 'Q37143']]"
223,vclaim-pol-00223,"[['U.S.', 3434750, 'Q30'], ['oil and natural gas', 8909138, 'Q1341519']]"
224,vclaim-pol-00224,"[['Iran', 14653, 'Q794'], ['$150 billion', 'not available', 'not available'], ['$1.8 billion', 'not available', 'not available']]"
225,vclaim-pol-00225,"[['South Carolina', 27956, 'Q1456'], ['$21,756', 'not available', 'not available'], ['prison inmate', 31392139, 'Q1862087'], ['$11,552', 'not available', 'not available']]"
226,vclaim-pol-00226,"[['bell pepper', 71940, 'Q1548030']]"
227,vclaim-pol-00227,"[['89,000', 'not available', 'not available'], ['Obama', 'not available', 'not available'], ['1,900', 'not available', 'not available'], ['Trump', 'not available', 'not available']]"
228,vclaim-pol-00228,"[['Muhammad', 18934, 'Q9458'], ['Robert E. Lee', 25740, 'Q165557'], ['slavery', 253264, 'Q118382']]"
229,vclaim-pol-00229,"[['Pope Francis', 1687680, 'Q450675'], ['Catholic', 606848, 'Q9592'], ['Democrat', 5043544, 'Q29552'], ['grave sin', 357089, 'Q2321540']]"
230,vclaim-pol-00230,"[['Susan Coleman', 'not available', 'not available'], ['Bill Clinton', 3356, 'Q1124']]"
231,vclaim-pol-00231,"[['President Donald Trump', 4848272, 'Q22686'], ['David Duke', 456252, 'Q163042'], ['Richard Spencer', 40047903, 'Q16217637']]"
232,vclaim-pol-00232,"[['12', 'not available', 'not available'], ['Trump', 4848272, 'Q22686'], ['re-election', 364022, 'Q42841']]"
233,vclaim-pol-00233,"[['Trump', 'not available', 'not available'], ['Hitler', 2731583, 'Q352'], ['Stalin', 15641, 'Q855'], ['Mao', 'not available', 'not available']]"
234,vclaim-pol-00234,"[['pilot program', 3541802, 'Q1203526'], ['DNA test', 310782, 'Q285223'], ['illegal immigrants', 7124412, 'Q856681'], ['30%', 'not available', 'not available'], ['test subjects', 447842, 'Q1331083']]"
235,vclaim-pol-00235,"[['194', 'not available', 'not available'], ['2018', 'not available', 'not available'], ['undocumented immigrants', 7124412, 'Q856681'], ['83,211', 'not available', 'not available']]"
236,vclaim-pol-00236,"[['Popeyes', 950663, 'Q1330910'], ['chicken', 5741239, 'Q864693'], ['cocaine', 7701, 'Q41576'], ['flour', 56232, 'Q36465']]"
237,vclaim-pol-00237,"[['gas-powered', 166194, 'Q502048'], ['diesel generator', 3291660, 'Q963375'], ['electric car', 16105186, 'Q193692']]"
238,vclaim-pol-00238,"[['911', 'not available', 'not available'], ['pepperoni', 178944, 'Q855131']]"
239,vclaim-pol-00239,"[['Elected officials', 725182, 'Q599151'], ['legislative redistricting', 667093, 'Q7305983']]"
240,vclaim-pol-00240,"[['Barack Obama', 534366, 'Q76'], ['signed into law', 377411, 'Q686822'], ['4310', 'not available', 'not available'], ['2012', 'not available', 'not available']]"
241,vclaim-pol-00241,"[['Dan Bishop', 46861208, 'Q20090301'], ['pre-existing conditions', 24355242, 'Q7239228'], ['health plans', 490201, 'Q334911'], ['insurance companies', 15176, 'Q43183'], ['pre-existing conditions', 24355242, 'Q7239228']]"
242,vclaim-pol-00242,"[['Tax Cuts', 455990, 'Q7689423'], ['disposable personal income', 149622, 'Q986194'], ['$5,205', 'not available', 'not available']]"
243,vclaim-pol-00243,"[['Domino’s Pizza', 794480, 'Q839466'], ['Facebook', 7529378, 'Q355'], ['coupon', 504897, 'Q11034548'], ['2', 'not available', 'not available']]"
244,vclaim-pol-00244,"[['Instagram', 31591547, 'Q209330']]"
245,vclaim-pol-00245,"[['black men', 26131, 'Q1850662'], ['criminal justice', 168219, 'Q117488'], ['parole', 342305, 'Q5357120'], ['probation', 406786, 'Q13961']]"
246,vclaim-pol-00246,"[['history of our country', 14115, 'Q161414']]"
247,vclaim-pol-00247,"[['loophole', 13621896, 'Q2995606'], ['domestic abuse', 18978563, 'Q156537']]"
248,vclaim-pol-00248,"[['65%', 'not available', 'not available'], ['America', 'not available', 'not available']]"
249,vclaim-pol-00249,"[['300,000', 'not available', 'not available']]"
250,vclaim-pol-00250,"[['Hitler', 2731583, 'Q352']]"
251,vclaim-pol-00251,"[['U.S.', 3434750, 'Q30'], ['China', 5405, 'Q148'], ['United States', 3434750, 'Q30']]"
252,vclaim-pol-00252,"[['mental health', 990505, 'Q317309'], ['physical health', 80381, 'Q12147'], ['health insurers', 490201, 'Q334911']]"
253,vclaim-pol-00253,"[['Wow, Report Just Out!', 'not available', 'not available'], ['Google', 1092923, 'Q95'], ['2.6 million', 'not available', 'not available'], ['16 million', 'not available', 'not available'], ['Hillary Clinton', 5043192, 'Q6294'], ['2016', 'not available', 'not available']]"
254,vclaim-pol-00254,"[['Canada', 5042916, 'Q16']]"
255,vclaim-pol-00255,"[['Thomas Jefferson', 29922, 'Q11812'], ['tyranny', 198512, 'Q180095'], ['bear arms', 219243, 'Q1051051'], ['tyranny', 198512, 'Q180095']]"
256,vclaim-pol-00256,"[['El Paso', 135823, 'Q16562'], ['Sunday', 'not available', 'not available'], ['church in America', 410868, 'Q769585']]"
257,vclaim-pol-00257,"[['Philadelphia', 50585, 'Q1345'], ['fake blood', 20301554, 'Q446213']]"
258,vclaim-pol-00258,"[['Australia', 4689264, 'Q408'], ['Australia', 4689264, 'Q408'], ['Venezuela', 32374, 'Q717']]"
259,vclaim-pol-00259,"[['Pennsylvania', 23332, 'Q1400'], ['chemical plant', 1648915, 'Q905286'], ['Louisiana', 18130, 'Q1588'], ['liquified natural gas', 832128, 'Q358333'], ['plant', 19828134, 'Q756']]"
260,vclaim-pol-00260,"[['onion', 51258, 'Q23485'], ['bacteria', 9028799, 'Q10876'], ['stomach', 39747, 'Q1029907'], ['bile', 86092, 'Q65979'], ['food poisoning', 531611, 'Q272002']]"
261,vclaim-pol-00261,"[['CNN', 62028, 'Q48340'], ['Jeff Zucker', 1030227, 'Q6175319'], ['downplay', 31112384, 'Q5303249'], ['Bill Clinton', 3356, 'Q1124'], ['Jeffrey Epstein', 6253522, 'Q2904131'], ['Epstein', 'not available', 'not available'], ['Trump', 4848272, 'Q22686']]"
262,vclaim-pol-00262,"[['Trump', 'not available', 'not available'], ['Dayton, Ohio', 8253, 'Q34739']]"
263,vclaim-pol-00263,"[['World Trade Organization', 33873, 'Q7825'], ['solid ground', 49008683, 'Q22078213']]"
264,vclaim-pol-00264,"[['Lubbock', 136320, 'Q49273'], ['Texas', 29810, 'Q1439'], ['accomplices', 49931267, 'Q2990547'], ['Wal-Mart', 33589, 'Q483551']]"
265,vclaim-pol-00265,"[['97%', 'not available', 'not available']]"
266,vclaim-pol-00266,"[['Trump administration’s', 52231773, 'Q27811470'], ['legal immigrants', 15051, 'Q1309633'], ['United States', 3434750, 'Q30']]"
267,vclaim-pol-00267,"[['Joe Biden', 145422, 'Q6279'], ['Grand Wizard', 1629492, 'Q1542903'], ['Ku Klux Klan', 16779, 'Q47131']]"
268,vclaim-pol-00268,"[['trade deficit', 4810, 'Q192796'], ['Japan', 15573, 'Q17'], ['wheat', 36858, 'Q15645384']]"
269,vclaim-pol-00269,"[['Lady Bird Johnson', 216416, 'Q233648'], ['CIA', 5183633, 'Q37230'], ['Eartha Kitt', 488957, 'Q222818'], ['Kitt', 'not available', 'not available'], ['Vietnam War', 32611, 'Q8740'], ['White House', 33057, 'Q35525'], ['January 1968', 'not available', 'not available']]"
270,vclaim-pol-00270,[]
271,vclaim-pol-00271,"[['2.5 million', 'not available', 'not available'], ['Centers for Disease Control', 6811, 'Q583725']]"
272,vclaim-pol-00272,"[['Democrat', 5043544, 'Q29552'], ['gun control', 44276, 'Q1328508'], ['Republican', 32070, 'Q29468']]"
273,vclaim-pol-00273,"[['Donald Trump', 4848272, 'Q22686'], ['El Paso', 135823, 'Q16562']]"
274,vclaim-pol-00274,"[['crisis actor', 49515166, 'Q24641989'], ['Las Vegas', 47737, 'Q23768'], ['Orlando', 'not available', 'not available'], ['Thousand Oaks', 108342, 'Q208447']]"
275,vclaim-pol-00275,"[['U.S. Rep', 19468510, 'Q11701'], ['Ilhan Omar', 51289996, 'Q26436159'], ['23', 'not available', 'not available'], ['Somali', 27358, 'Q1045'], ['terrorist', 30636, 'Q7283']]"
276,vclaim-pol-00276,"[['energy drink', 367453, 'Q215754'], ['re-elect', 41179324, 'Q16933259'], ['Donald Trump', 4848272, 'Q22686'], ['MAGA', 15602578, 'Q10868132']]"
277,vclaim-pol-00277,"[['Wayne LaPierre', 1226109, 'Q969977'], ['NRA', 70101, 'Q863259'], ['Congress', 'not available', 'not available'], ['background checks', 2738211, 'Q6973556'], ['15', 'not available', 'not available'], ['20', 'not available', 'not available']]"
278,vclaim-pol-00278,"[['Americans', 'not available', 'not available'], ['President', 'not available', 'not available'], ['Donald', 'not available', 'not available'], ['Trump', 'not available', 'not available']]"
279,vclaim-pol-00279,"[['don’t', 43037173, 'Q17646620'], ['background checks', 880871, 'Q1087682'], ['3%', 'not available', 'not available'], ['background check', 880871, 'Q1087682']]"
280,vclaim-pol-00280,"[['ice melting', 40659364, 'Q16243069'], ['sea levels', 21171721, 'Q841083'], ['don’t', 43037173, 'Q17646620'], ['icebergs', 146230, 'Q47568']]"
281,vclaim-pol-00281,"[['Jeffrey Epstein', 6253522, 'Q2904131']]"
282,vclaim-pol-00282,"[['2016', 'not available', 'not available'], ['226%', 'not available', 'not available'], ['hate crimes', 13547, 'Q459409']]"
283,vclaim-pol-00283,"[['Joe Biden', 145422, 'Q6279'], ['SEAL Team 6', 30747164, 'Q963354'], ['al-Qaida', 1921, 'Q34490']]"
284,vclaim-pol-00284,"[['Fox News', 11121, 'Q186068']]"
285,vclaim-pol-00285,"[['Rep.', 'not available', 'not available'], ['Kevin McCarthy', 1369850, 'Q281404'], ['Japan', 15573, 'Q17']]"
286,vclaim-pol-00286,[]
287,vclaim-pol-00287,"[['Donald Trump', 4848272, 'Q22686']]"
288,vclaim-pol-00288,"[['The Trump Administration', 'not available', 'not available'], ['Department of Homeland Security', 58236, 'Q11231'], ['white nationalism', 313027, 'Q278929']]"
289,vclaim-pol-00289,"[['Bernie Sanders', 361176, 'Q359442'], ['36', 'not available', 'not available'], ['rights to life', 468580, 'Q25822']]"
290,vclaim-pol-00290,"[['U.S.', 3434750, 'Q30'], ['Sen. Sherrod Brown', 7811761, 'Q381880'], ['Dayton', 'not available', 'not available'], ['Mayor', 'not available', 'not available'], ['Nan Whaley', 41590207, 'Q16983352'], ['news conference', 28730792, 'Q272281'], ['El Paso', 135823, 'Q16562'], ['fraud', 58790, 'Q28813']]"
291,vclaim-pol-00291,"[['President Donald Trump', 4848272, 'Q22686'], ['Latinos', 18522, 'Q1464994']]"
292,vclaim-pol-00292,"[['Royce West', 8638017, 'Q7375186'], ['Wendy Davis', 39780757, 'Q13557334'], ['late-term abortions', 492759, 'Q5655230']]"
293,vclaim-pol-00293,[]
294,vclaim-pol-00294,"[['President Trump', 4848272, 'Q22686'], ['California', 5407, 'Q99']]"
295,vclaim-pol-00295,"[['assault rifles', 18950865, 'Q177456'], ['United States military', 32212, 'Q11211'], ['5', 'not available', 'not available'], ['10 million', 'not available', 'not available'], ['assault weapons', 163205, 'Q4808602']]"
296,vclaim-pol-00296,"[['Dan McCready', 'not available', 'not available'], ['$149 million', 'not available', 'not available']]"
297,vclaim-pol-00297,"[['assault weapon', 163205, 'Q4808602'], ['1994', 'not available', 'not available'], ['mass shooting', 31883778, 'Q21480300']]"
298,vclaim-pol-00298,"[['Keanu Reeves', 16603, 'Q43416'], ['Trump', 4848272, 'Q22686'], ['role model', 178653, 'Q1136974'], ['American', 'not available', 'not available'], ['don’t', 43037173, 'Q17646620'], ['America', 'not available', 'not available']]"
299,vclaim-pol-00299,"[['Patrick Murphy', 'not available', 'not available'], ['America', 'not available', 'not available']]"
300,vclaim-pol-00300,"[['Ronald Reagan', 25433, 'Q9960'], ['United States', 3434750, 'Q30']]"
301,vclaim-pol-00301,"[['Mark Begich', 1703573, 'Q454133'], ['Kochs', 28622463, 'Q2896603'], ['Dan Sullivan', 24332024, 'Q5218668']]"
302,vclaim-pol-00302,"[['Oregon', 26811621, 'Q824']]"
303,vclaim-pol-00303,"[['25%', 'not available', 'not available'], ['human trafficking', 19333662, 'Q181784'], ['Texas', 29810, 'Q1439']]"
304,vclaim-pol-00304,"[['natural gas', 22131, 'Q40858'], ['Saudi Arabia', 349303, 'Q851']]"
305,vclaim-pol-00305,"[['700,000', 'not available', 'not available']]"
306,vclaim-pol-00306,"[['Scott Bruun', 19777375, 'Q7436058'], ['George Bush', 11955, 'Q23505'], ['privatize Social Security', 1587800, 'Q7550839']]"
307,vclaim-pol-00307,"[['Congress', 'not available', 'not available'], ['Mexico and the United States', 19963889, 'Q3278351']]"
308,vclaim-pol-00308,"[['Arkansas', 1930, 'Q1612'], ['65', 'not available', 'not available']]"
309,vclaim-pol-00309,"[['gay marriage', 92656, 'Q17422'], ['heterosexual marriage', 19728, 'Q8445'], ['northern Europe', 159865, 'Q27479'], ['80 percent', 'not available', 'not available'], ['born out of wedlock', 574821, 'Q28748953']]"
310,vclaim-pol-00310,"[['Obama', 'not available', 'not available'], ['marry his cousin', 5806291, 'Q31485'], ['Giuliani', 25938, 'Q212648']]"
311,vclaim-pol-00311,"[['The Z-visa', 'not available', 'not available'], ['Senate', 'not available', 'not available']]"
312,vclaim-pol-00312,"[['Thirty-four percent', 'not available', 'not available'], ['Hispanics', 56120, 'Q1211934'], ['health care', 261925, 'Q31207'], ['health insurance', 490201, 'Q334911']]"
313,vclaim-pol-00313,"[['Senator McCain', 43715, 'Q10390'], ['Bush tax cuts', 15393674, 'Q5001455']]"
314,vclaim-pol-00314,"[['African-Americans', 2154, 'Q49085'], ['2008', 'not available', 'not available'], ['Mississippi', 16949861, 'Q1494'], ['Democratic', 5043544, 'Q29552']]"
315,vclaim-pol-00315,"[['36 percent', 'not available', 'not available'], ['children born out of wedlock', 574821, 'Q28748953']]"
316,vclaim-pol-00316,"[['border fence', 370681, 'Q27627826'], ['San Diego', 28504, 'Q16552'], ['smuggling', 28645, 'Q184840'], ['90 percent', 'not available', 'not available']]"
317,vclaim-pol-00317,"[['United States', 3434750, 'Q30'], ['wasn', 18468646, 'Q7946755'], ['New York City', 645042, 'Q60']]"
