,ver_claim_ids,ver_claim_encodings
227,vclaim-pol-00227,"[ 0.05026592  0.00385711 -0.02476539 ...  0.02869918  0.01351377
 -0.02769431]"
228,vclaim-pol-00228,"[-0.00258342  0.00250757 -0.05286032 ...  0.01498085 -0.00473363
 -0.04114879]"
229,vclaim-pol-00229,"[ 0.0430393   0.01360883  0.01846866 ...  0.01806653  0.01726716
 -0.01054528]"
230,vclaim-pol-00230,"[ 0.00342472 -0.01717073 -0.03057956 ...  0.00363626  0.02911586
 -0.03899879]"
231,vclaim-pol-00231,"[-0.04219363 -0.02108269 -0.0518055  ...  0.01797936 -0.00668162
 -0.05313526]"
232,vclaim-pol-00232,"[-0.0329228  -0.041069    0.001803   ... -0.01137625  0.02524339
  0.03529521]"
233,vclaim-pol-00233,"[-0.00744311  0.00832136  0.01959961 ... -0.02213555  0.03144902
 -0.02855794]"
234,vclaim-pol-00234,"[ 0.0045729   0.03186002 -0.05681298 ...  0.03486836  0.01108182
 -0.00082652]"
235,vclaim-pol-00235,"[-0.00378321  0.03549268 -0.02042654 ...  0.02103277 -0.02070206
  0.03087396]"
236,vclaim-pol-00236,"[ 0.03040639 -0.03368614 -0.01624549 ...  0.03068038 -0.0223709
 -0.00359712]"
237,vclaim-pol-00237,"[ 0.04496533  0.01667846  0.03234751 ...  0.0552929  -0.01234568
 -0.03620889]"
238,vclaim-pol-00238,"[ 0.01856077  0.00082484 -0.0297976  ...  0.06374952 -0.02973581
  0.02428963]"
239,vclaim-pol-00239,"[-0.03616268 -0.02283972 -0.01946357 ...  0.03224792  0.04601628
  0.02118826]"
240,vclaim-pol-00240,"[-0.01248936 -0.02112033 -0.01082657 ... -0.00334423 -0.02370692
  0.00798272]"
241,vclaim-pol-00241,"[-0.00150308  0.03991431 -0.01871547 ...  0.00694322  0.02227806
 -0.00798662]"
242,vclaim-pol-00242,"[-0.0471225   0.0354684  -0.02464729 ...  0.00792073  0.00554232
 -0.00930529]"
243,vclaim-pol-00243,"[ 0.04638086 -0.05856565 -0.01892717 ...  0.01871204 -0.01779481
  0.03961895]"
244,vclaim-pol-00244,"[-0.01427137 -0.05906432  0.06855167 ... -0.03683976 -0.01538373
  0.02985372]"
245,vclaim-pol-00245,"[ 0.00669795  0.0236972  -0.02577885 ...  0.00560859  0.02301643
 -0.03478968]"
246,vclaim-pol-00246,"[ 0.00907134  0.02437007 -0.0373069  ... -0.05024513 -0.02712325
  0.0092876 ]"
247,vclaim-pol-00247,"[ 0.02441222  0.03100349 -0.04691412 ...  0.01060081 -0.0253668
 -0.06171152]"
248,vclaim-pol-00248,"[-0.01734395  0.01068535 -0.03512541 ...  0.03783823 -0.01758167
 -0.0029006 ]"
249,vclaim-pol-00249,"[-0.0090008  -0.01337031  0.01000314 ...  0.00947277 -0.00578232
 -0.03198572]"
250,vclaim-pol-00250,"[-0.00922447 -0.01455879  0.02965116 ... -0.00730634 -0.01308935
  0.05926377]"
251,vclaim-pol-00251,"[ 0.02271048  0.04045942 -0.0661913  ... -0.01055845 -0.0228229
  0.046018  ]"
252,vclaim-pol-00252,"[-0.03381991  0.02835344 -0.02806116 ...  0.00595392  0.02199339
  0.03324764]"
253,vclaim-pol-00253,"[ 0.02238741 -0.02910763 -0.02228785 ... -0.01396892  0.01062246
 -0.01944963]"
254,vclaim-pol-00254,"[-0.04384205  0.04096251 -0.01140776 ... -0.03412664  0.00052612
 -0.03572259]"
255,vclaim-pol-00255,"[ 0.01692096  0.04982562 -0.01247045 ...  0.00159569  0.03726821
 -0.00864961]"
256,vclaim-pol-00256,[0.04634056 0.04317391 0.04981346 ... 0.04613584 0.02082715 0.02833403]
257,vclaim-pol-00257,"[-0.02182228 -0.00310309  0.03572356 ...  0.03147757 -0.04509137
 -0.05225492]"
258,vclaim-pol-00258,"[ 0.05084347  0.01436389 -0.04105437 ... -0.03317011  0.04167088
  0.02771423]"
259,vclaim-pol-00259,"[-0.02259724  0.03834631  0.03396298 ... -0.00169298 -0.02948294
 -0.05710945]"
260,vclaim-pol-00260,"[-0.00239288 -0.00106766 -0.03163346 ... -0.00129628 -0.03644063
  0.02931876]"
261,vclaim-pol-00261,"[-0.02842994 -0.0236977  -0.00884027 ... -0.01085784 -0.03892396
 -0.04422882]"
262,vclaim-pol-00262,"[ 0.00871231 -0.03189574 -0.00051587 ... -0.02001874  0.01439118
  0.00093931]"
263,vclaim-pol-00263,"[ 0.03740883  0.00577551 -0.05716701 ... -0.00216954 -0.0346603
  0.05169545]"
264,vclaim-pol-00264,"[-0.0014206  -0.01771851  0.06108147 ...  0.03906827 -0.0137086
 -0.03636871]"
265,vclaim-pol-00265,"[-0.02957922 -0.00072364 -0.02681833 ...  0.02774753 -0.01020295
 -0.01014067]"
266,vclaim-pol-00266,"[-0.01579954 -0.04553912 -0.05112981 ... -0.00814016 -0.04802219
  0.00509872]"
267,vclaim-pol-00267,"[-0.02097866 -0.042461   -0.02287201 ... -0.01919286  0.06262165
 -0.01795012]"
268,vclaim-pol-00268,"[ 0.02288958 -0.02882252 -0.05628989 ...  0.04285044 -0.00837195
  0.04496942]"
269,vclaim-pol-00269,"[-0.04388626  0.04659893 -0.04456956 ...  0.02046555  0.03447159
 -0.03982727]"
270,vclaim-pol-00270,"[ 0.03918323 -0.02796173 -0.0400116  ...  0.04972818 -0.02405548
  0.0313447 ]"
271,vclaim-pol-00271,"[-0.00898657 -0.02499691 -0.0437568  ... -0.0191258   0.00958423
  0.05080207]"
272,vclaim-pol-00272,"[-0.035156    0.03718386 -0.03504445 ...  0.00575235  0.04887492
  0.00042442]"
273,vclaim-pol-00273,"[-0.02092834  0.00448601  0.02752412 ...  0.01957265  0.0500796
  0.00967272]"
274,vclaim-pol-00274,"[-0.0361549  -0.01021316  0.04277794 ...  0.03159015 -0.00942224
 -0.03228193]"
275,vclaim-pol-00275,"[ 0.00205015  0.0096911  -0.00541024 ...  0.04276751 -0.00386181
  0.01044198]"
276,vclaim-pol-00276,"[ 0.00595002 -0.01049741  0.05462243 ... -0.03444358  0.00837918
  0.0356746 ]"
277,vclaim-pol-00277,"[-0.02486947  0.00546398  0.00753448 ... -0.04980506 -0.04273124
 -0.04515915]"
278,vclaim-pol-00278,"[-0.03359197  0.01421649 -0.04629865 ...  0.00729059  0.00378364
  0.02077196]"
279,vclaim-pol-00279,"[-0.03671393  0.02612116 -0.04606512 ... -0.02709349  0.04297563
 -0.04323967]"
280,vclaim-pol-00280,"[ 0.0031215   0.0021357  -0.04280533 ... -0.06160384 -0.05275367
 -0.02955516]"
281,vclaim-pol-00281,"[-0.02757373  0.04361387  0.032864   ...  0.00162616 -0.04650931
 -0.05133258]"
282,vclaim-pol-00282,"[-0.00081843 -0.00900291  0.02949285 ...  0.00080613  0.03969558
  0.02501992]"
283,vclaim-pol-00283,"[ 0.00442507  0.00201979 -0.01282237 ... -0.02232898  0.00478312
 -0.03418109]"
284,vclaim-pol-00284,"[-0.04147313  0.00751778  0.01522736 ... -0.01232301 -0.01785794
  0.04379227]"
285,vclaim-pol-00285,"[ 0.00362678 -0.01637123 -0.03952552 ...  0.00487917  0.00911782
  0.02510865]"
286,vclaim-pol-00286,"[-0.05069053  0.02193167 -0.03998112 ...  0.0036828  -0.00757672
 -0.02701569]"
287,vclaim-pol-00287,"[-0.05087195 -0.02566291  0.02037335 ...  0.0339783   0.01026562
 -0.02253141]"
288,vclaim-pol-00288,"[ 0.02963696 -0.00321004 -0.03537726 ... -0.0006615   0.03277068
  0.01052494]"
289,vclaim-pol-00289,"[-0.01039218  0.06458547 -0.013113   ... -0.04159867  0.02616458
  0.00686949]"
290,vclaim-pol-00290,"[ 0.03849044  0.02120249 -0.02123366 ...  0.00305003 -0.01744596
 -0.03597047]"
291,vclaim-pol-00291,"[ 0.00186459  0.00485536 -0.008031   ...  0.03174191  0.0084697
  0.03022401]"
292,vclaim-pol-00292,"[ 0.03391715  0.03227919  0.02341083 ...  0.02960231 -0.03619317
  0.0040157 ]"
293,vclaim-pol-00293,"[ 0.0003232  -0.02602747  0.00379215 ...  0.02548551 -0.02613227
 -0.0311604 ]"
294,vclaim-pol-00294,"[-0.03233923  0.00944236  0.00833434 ...  0.03534752  0.04608963
 -0.00247521]"
295,vclaim-pol-00295,"[-0.01700057  0.00862786 -0.05090392 ... -0.03553473  0.01510871
  0.01711855]"
296,vclaim-pol-00296,"[-0.0357807   0.00212545 -0.00153715 ...  0.00835515  0.01678292
 -0.02482936]"
297,vclaim-pol-00297,"[-0.02862148  0.0113394  -0.04386822 ... -0.02438096  0.00805505
 -0.02972008]"
298,vclaim-pol-00298,"[ 0.00358019 -0.00722182 -0.00583413 ... -0.03519059  0.00150639
  0.02041465]"
299,vclaim-pol-00299,"[ 0.00920172 -0.00654331 -0.0205699  ...  0.03927632 -0.01415673
 -0.03516039]"
300,vclaim-pol-00300,"[-0.00429549  0.00781773 -0.02984091 ... -0.0338338  -0.04588565
 -0.0049713 ]"
301,vclaim-pol-00301,"[-0.03870241 -0.00387487 -0.04362192 ...  0.00178709 -0.00137779
 -0.04827826]"
302,vclaim-pol-00302,"[ 0.0058957  -0.05250993  0.02532056 ...  0.01358454 -0.03597387
 -0.00303968]"
303,vclaim-pol-00303,"[ 0.00949095  0.0262029  -0.04709405 ...  0.01722332 -0.02657007
  0.00491719]"
304,vclaim-pol-00304,"[-0.01828757  0.03589497 -0.03483226 ... -0.02132487 -0.05777614
 -0.03406741]"
305,vclaim-pol-00305,"[-0.02076477 -0.01679347 -0.00241371 ...  0.032846   -0.03623744
  0.01870721]"
306,vclaim-pol-00306,"[ 0.00125526 -0.01706113 -0.03108762 ...  0.00794982  0.00181485
 -0.06321105]"
307,vclaim-pol-00307,"[ 0.04560186 -0.00445238 -0.02822055 ...  0.04643901  0.00649041
 -0.01571631]"
308,vclaim-pol-00308,"[-0.00402933  0.0248832   0.02961319 ... -0.05489882 -0.02585143
  0.02467059]"
309,vclaim-pol-00309,"[-0.04166456  0.00580158 -0.04856486 ... -0.0322651   0.02348607
  0.04412936]"
310,vclaim-pol-00310,"[ 0.01786943  0.05531507 -0.05469344 ... -0.00869969  0.01248511
 -0.03864781]"
311,vclaim-pol-00311,"[ 0.05779145  0.01967524 -0.03172174 ... -0.03292063 -0.00301018
  0.04021441]"
312,vclaim-pol-00312,"[ 0.01480205  0.029656   -0.05611382 ...  0.00171282 -0.03871592
  0.02720557]"
313,vclaim-pol-00313,"[ 0.0048147   0.02852476 -0.05819592 ... -0.00277354  0.01232969
  0.00053275]"
314,vclaim-pol-00314,"[-0.02015648  0.00635231 -0.02398203 ...  0.01551789 -0.00813144
  0.02717948]"
315,vclaim-pol-00315,"[-0.00083968  0.01554623 -0.0603464  ... -0.00681891  0.00427557
  0.00460702]"
316,vclaim-pol-00316,"[ 0.03758774 -0.01109129 -0.03581591 ...  0.04798064 -0.01513476
  0.05586597]"
317,vclaim-pol-00317,"[-0.02350322  0.0486662  -0.06327101 ...  0.01992891 -0.04286431
  0.01327531]"
318,vclaim-pol-00318,"[-0.00904779  0.00752812 -0.02911041 ...  0.02446306  0.00338269
 -0.04987351]"
319,vclaim-pol-00319,"[ 0.02627364 -0.01585299 -0.05711164 ...  0.00438627  0.00181271
 -0.02158636]"
320,vclaim-pol-00320,"[-0.01051872 -0.04243777 -0.01038365 ... -0.03139946 -0.0002144
  0.04735644]"
321,vclaim-pol-00321,"[-0.01907017  0.0348817  -0.03886598 ... -0.04636292 -0.02503644
 -0.00488041]"
322,vclaim-pol-00322,"[-0.00200493 -0.01453946 -0.02624335 ...  0.0184071   0.0311495
  0.00994298]"
323,vclaim-pol-00323,"[-0.02396864  0.04060027 -0.05078657 ... -0.02876009 -0.01704819
  0.03530832]"
324,vclaim-pol-00324,"[ 2.3624223e-02  3.1797010e-02 -5.0116185e-02 ...  2.5193461e-03
 -2.4283148e-02 -4.1269763e-05]"
325,vclaim-pol-00325,"[ 0.03345121 -0.02904708  0.01567739 ...  0.01719523 -0.03490641
  0.03383683]"
326,vclaim-pol-00326,"[-0.03515796  0.00052836  0.01506508 ... -0.00577244  0.00595196
 -0.03115534]"
327,vclaim-pol-00327,"[-0.02846935 -0.05604831 -0.04284363 ... -0.03290891  0.01729628
 -0.02845412]"
328,vclaim-pol-00328,"[ 0.00974333  0.04515291 -0.05400959 ... -0.0046797   0.00617102
 -0.03003438]"
329,vclaim-pol-00329,"[ 0.02501204  0.0142349  -0.0225025  ... -0.00472672 -0.03381321
 -0.03894597]"
330,vclaim-pol-00330,"[ 0.03625353  0.02823707 -0.04788939 ...  0.00206016 -0.03204897
 -0.02139953]"
331,vclaim-pol-00331,"[-0.02414251  0.01474084 -0.04491125 ... -0.04060641 -0.01384587
  0.0133636 ]"
332,vclaim-pol-00332,"[ 0.01410779  0.01718826 -0.03185172 ...  0.01367225 -0.02044554
 -0.0045335 ]"
333,vclaim-pol-00333,"[ 0.02615379  0.01446856  0.02718602 ...  0.02609276 -0.01952076
  0.01167436]"
334,vclaim-pol-00334,"[-0.05784714  0.00082576 -0.0292774  ... -0.05107893 -0.01145358
 -0.02500196]"
335,vclaim-pol-00335,"[ 0.03972556 -0.00498098 -0.03701056 ...  0.00341298 -0.02573748
  0.05798035]"
336,vclaim-pol-00336,"[ 0.02385191 -0.04365016 -0.0449511  ...  0.01143053 -0.03622738
 -0.00424844]"
337,vclaim-pol-00337,"[ 0.03405735  0.02486463 -0.02408347 ... -0.01967378  0.03136196
 -0.01163465]"
338,vclaim-pol-00338,"[-0.03235762  0.01408202  0.02480046 ...  0.02050322 -0.01155314
 -0.02892875]"
339,vclaim-pol-00339,"[ 0.01382453 -0.02187546 -0.03883787 ... -0.00572742 -0.04256346
  0.02080201]"
340,vclaim-pol-00340,"[ 0.02166192  0.03287106 -0.04657336 ... -0.00583678 -0.05678985
 -0.02130545]"
341,vclaim-pol-00341,"[ 0.01483733  0.0456443  -0.06162466 ...  0.01379113 -0.00454735
  0.01217174]"
342,vclaim-pol-00342,"[ 0.01478705  0.00836395  0.01987594 ...  0.00251507 -0.04048105
 -0.02217687]"
343,vclaim-pol-00343,"[ 0.0475871  -0.03844423 -0.04223029 ...  0.00407537  0.01079887
  0.03168938]"
344,vclaim-pol-00344,"[ 0.01313444  0.00889651 -0.04877966 ...  0.01873889 -0.04158344
  0.02587831]"
345,vclaim-pol-00345,"[ 0.02342092  0.02430674  0.04582642 ... -0.02094141 -0.06054505
 -0.00249922]"
346,vclaim-pol-00346,"[ 0.01835353  0.04698414 -0.03480769 ... -0.02321271 -0.03283956
  0.00570401]"
347,vclaim-pol-00347,"[ 0.02854572  0.0381885  -0.05632702 ...  0.02563398 -0.05378181
 -0.05040356]"
348,vclaim-pol-00348,"[-0.05988844 -0.03023959  0.01564871 ...  0.00071405  0.00229952
  0.02848408]"
349,vclaim-pol-00349,"[-0.01611617 -0.01249191 -0.00890995 ... -0.01860416  0.00523495
 -0.00202648]"
350,vclaim-pol-00350,[0.03406046 0.02073159 0.03765349 ... 0.01308242 0.0214113  0.04392483]
351,vclaim-pol-00351,"[ 0.01298839 -0.01620349  0.03542715 ... -0.01706585  0.01873685
  0.04579579]"
352,vclaim-pol-00352,"[-0.01828988  0.03295093  0.00484334 ... -0.0484374   0.01089253
  0.03200768]"
353,vclaim-pol-00353,"[ 0.04152114 -0.02916144  0.02924818 ... -0.02567717  0.05205278
  0.03750219]"
354,vclaim-pol-00354,"[ 0.00351343  0.06034885  0.01995338 ...  0.03062877  0.01535508
 -0.03991672]"
355,vclaim-pol-00355,"[ 0.03810056  0.04831184 -0.03603567 ...  0.04256627  0.00729363
  0.02101576]"
356,vclaim-pol-00356,"[ 0.01245894  0.00454694 -0.03468661 ...  0.0348503   0.02795698
  0.04254727]"
357,vclaim-pol-00357,"[ 0.00671505 -0.03942784  0.03827583 ... -0.03654224 -0.03699381
 -0.03649561]"
358,vclaim-pol-00358,"[-0.04121723  0.05928462 -0.04702232 ... -0.02345388 -0.00553724
 -0.00104831]"
359,vclaim-pol-00359,"[ 0.0300896  -0.00354956 -0.00544871 ...  0.04182862  0.02099186
 -0.00449401]"
360,vclaim-pol-00360,"[-0.04245545 -0.0023691   0.00260639 ...  0.01505085  0.0303367
  0.01195812]"
361,vclaim-pol-00361,"[-0.05767716  0.0462823   0.00270565 ...  0.00985631  0.02802815
 -0.05084144]"
362,vclaim-pol-00362,"[-0.00056983  0.01921156 -0.04290518 ...  0.01335263 -0.00517722
 -0.01884899]"
363,vclaim-pol-00363,"[ 0.02955753  0.03789477  0.00117558 ...  0.03544106 -0.0223542
 -0.00734743]"
364,vclaim-pol-00364,"[ 0.03722179  0.03985107 -0.011945   ...  0.05172809 -0.03577537
  0.01439546]"
365,vclaim-pol-00365,"[-0.0103412  -0.02769811 -0.00765714 ... -0.0112445  -0.03459531
  0.00296817]"
366,vclaim-pol-00366,"[ 0.02140849  0.03651303 -0.02256001 ...  0.04552465 -0.01422011
  0.01787499]"
367,vclaim-pol-00367,"[-0.04148128 -0.01521644  0.01511893 ... -0.00291536  0.01303238
 -0.05719077]"
368,vclaim-pol-00368,"[ 0.02098372 -0.03037219 -0.02578231 ...  0.03005284 -0.02881568
  0.00705001]"
369,vclaim-pol-00369,"[-0.01622848  0.05472144 -0.00307331 ... -0.00648797  0.04196036
 -0.03179347]"
370,vclaim-pol-00370,"[-0.00656524 -0.00055728 -0.02290292 ...  0.01031035  0.02336619
 -0.05083517]"
371,vclaim-pol-00371,"[ 0.03486152  0.00336756 -0.03688462 ...  0.03385873 -0.01176837
  0.03192366]"
372,vclaim-pol-00372,"[-0.01384012 -0.02023711 -0.04122682 ...  0.01638293 -0.0365705
 -0.0264713 ]"
373,vclaim-pol-00373,"[ 0.00747341  0.00738365 -0.04630525 ... -0.0045344  -0.01660361
  0.02861537]"
374,vclaim-pol-00374,"[ 0.03645142 -0.03217013 -0.02232696 ... -0.02958636 -0.03338407
  0.06801054]"
375,vclaim-pol-00375,"[ 0.0388733  -0.01656714 -0.01130177 ...  0.00235147 -0.02171836
  0.01690362]"
376,vclaim-pol-00376,"[-0.00096816  0.02031075 -0.05336615 ... -0.00150016  0.01455839
 -0.02368641]"
377,vclaim-pol-00377,"[ 0.02185367  0.04415041 -0.00745547 ...  0.00010159 -0.01142725
 -0.03805315]"
378,vclaim-pol-00378,"[ 0.02484874  0.03838462  0.00868951 ...  0.0038247  -0.03108173
  0.03559145]"
379,vclaim-pol-00379,"[-0.03365129  0.03015036 -0.02787682 ... -0.00184993 -0.01644877
 -0.0313376 ]"
380,vclaim-pol-00380,"[-0.048302   -0.00858155  0.01305019 ...  0.00312672 -0.04232049
 -0.04030363]"
381,vclaim-pol-00381,"[ 0.05931463 -0.06284716  0.01893216 ...  0.0107384   0.03573019
  0.04473   ]"
382,vclaim-pol-00382,"[-0.00540597 -0.02787453  0.01770517 ...  0.0446998  -0.00738513
  0.05431863]"
383,vclaim-pol-00383,"[-0.05475036 -0.00908122 -0.05374585 ... -0.03484943 -0.02492205
 -0.00184969]"
384,vclaim-pol-00384,"[ 0.0349297  -0.00386476 -0.00021599 ...  0.01872924 -0.0146863
  0.02093832]"
385,vclaim-pol-00385,"[ 0.01067721  0.03491202 -0.03213641 ...  0.00898317  0.02381298
 -0.01271875]"
386,vclaim-pol-00386,"[-0.01742232  0.02433734 -0.03701933 ... -0.03727593 -0.05110312
 -0.03038674]"
387,vclaim-pol-00387,"[ 0.05599406  0.00739148 -0.00203007 ...  0.01415683  0.05445573
  0.02908522]"
388,vclaim-pol-00388,"[ 0.02752235  0.02944798  0.00398338 ...  0.01645396 -0.04188003
  0.03624837]"
389,vclaim-pol-00389,"[-0.03200222  0.04835083 -0.03405797 ...  0.01364663  0.01930791
 -0.02542872]"
390,vclaim-pol-00390,"[ 0.02185151  0.01014247 -0.03872431 ...  0.03033427 -0.03051739
 -0.00028384]"
391,vclaim-pol-00391,"[ 0.04109181  0.01833402 -0.05883604 ...  0.04615473 -0.00183659
  0.05698605]"
392,vclaim-pol-00392,"[ 0.02981183  0.03093419 -0.01895699 ...  0.051633    0.06045596
 -0.05283383]"
393,vclaim-pol-00393,"[ 0.00071533  0.02290272 -0.05911216 ...  0.03460344 -0.00540804
  0.04645023]"
394,vclaim-pol-00394,"[-0.00292354 -0.00998894 -0.05604429 ... -0.04476869 -0.02355133
 -0.05647673]"
395,vclaim-pol-00395,"[-0.03819969 -0.02212357 -0.00062485 ...  0.01966062  0.0010886
 -0.00596595]"
396,vclaim-pol-00396,"[-0.00960938  0.05001283  0.01967036 ... -0.04705591  0.00264648
  0.03860604]"
397,vclaim-pol-00397,"[-0.02924471 -0.01401073 -0.04240733 ...  0.01278755  0.02977015
 -0.02984924]"
398,vclaim-pol-00398,"[-0.0107253   0.02441378 -0.01113953 ... -0.0023394   0.00026109
 -0.0451174 ]"
399,vclaim-pol-00399,"[ 0.01945671 -0.05874567  0.01820684 ... -0.00527046  0.02626699
 -0.03613447]"
400,vclaim-pol-00400,[0.03109741 0.02017977 0.04091591 ... 0.03235548 0.05448065 0.04775707]
401,vclaim-pol-00401,"[-0.03474459 -0.03338882  0.05380908 ...  0.00763481  0.02508054
 -0.00997334]"
402,vclaim-pol-00402,"[-0.03880757 -0.03359237 -0.02922661 ...  0.01593124 -0.0138775
 -0.04416443]"
403,vclaim-pol-00403,"[ 0.01184562  0.0302097   0.01190702 ...  0.01806031 -0.01033476
 -0.00063759]"
404,vclaim-pol-00404,"[ 0.00636895  0.0545623  -0.05221569 ...  0.0145177   0.03081665
 -0.01675669]"
405,vclaim-pol-00405,"[ 0.00575029  0.04291079 -0.0240732  ... -0.00387165 -0.02230565
  0.0022795 ]"
406,vclaim-pol-00406,"[ 0.05205864  0.04008417 -0.04783168 ...  0.02353495  0.00753435
 -0.03456796]"
407,vclaim-pol-00407,"[-0.00035781 -0.03453485  0.03664521 ... -0.03490924  0.01915556
  0.00719413]"
408,vclaim-pol-00408,"[ 0.02360492  0.01158118 -0.04480326 ...  0.0506209  -0.03731764
  0.01740051]"
409,vclaim-pol-00409,"[ 0.01640826  0.02722628 -0.02636436 ... -0.01637925 -0.02734981
 -0.04019898]"
410,vclaim-pol-00410,"[-0.00768491  0.06237635 -0.05400279 ... -0.01119825  0.03716018
  0.02183338]"
411,vclaim-pol-00411,"[ 0.00487068 -0.02830272 -0.0066427  ...  0.00746966  0.02216232
 -0.02731035]"
412,vclaim-pol-00412,"[ 0.00563831  0.03530092  0.0209937  ... -0.01216751 -0.00685897
 -0.04526103]"
413,vclaim-pol-00413,"[-0.03591013  0.01407505  0.01025818 ...  0.03901496 -0.03360278
 -0.05153051]"
414,vclaim-pol-00414,"[ 0.00296983  0.03445278 -0.02240536 ...  0.01320411  0.03644774
  0.02184613]"
415,vclaim-pol-00415,[0.00373476 0.01408924 0.03978124 ... 0.04227965 0.03650441 0.00829678]
416,vclaim-pol-00416,"[ 0.00576569 -0.01422544  0.03289202 ... -0.00692667 -0.03396919
  0.01926423]"
417,vclaim-pol-00417,"[-0.04394758  0.00064614 -0.01080113 ... -0.03180388  0.03007494
 -0.05275388]"
418,vclaim-pol-00418,"[ 0.03592739  0.03744322  0.01342568 ...  0.00295153 -0.01714594
  0.05148226]"
419,vclaim-pol-00419,"[ 0.01339592 -0.01460042 -0.02971897 ...  0.05188691 -0.00643219
 -0.02123976]"
420,vclaim-pol-00420,"[ 0.023119    0.0198777  -0.02895683 ...  0.03237446  0.01727065
  0.00778348]"
421,vclaim-pol-00421,"[-0.03236176  0.03323773 -0.06438218 ...  0.00559831  0.00441857
 -0.02542771]"
422,vclaim-pol-00422,"[ 0.03907108 -0.01441353  0.0387848  ...  0.03102896 -0.02387816
  0.00499321]"
423,vclaim-pol-00423,"[-0.01211545  0.03624982  0.01664718 ...  0.016651   -0.05923199
 -0.01639035]"
424,vclaim-pol-00424,"[ 0.03079019 -0.02032897  0.02706748 ...  0.04078832  0.04703735
 -0.03876006]"
425,vclaim-pol-00425,"[ 0.02254893  0.03054328 -0.01497857 ...  0.01012945 -0.03565932
 -0.01676235]"
426,vclaim-pol-00426,"[ 0.04026832  0.0342369  -0.0629107  ...  0.01299751 -0.01622432
 -0.00145323]"
427,vclaim-pol-00427,"[ 0.01081835 -0.04737085  0.03216614 ...  0.01106661  0.01471517
 -0.00456442]"
428,vclaim-pol-00428,"[ 0.03238803 -0.02320663 -0.029854   ...  0.01645306 -0.01806749
  0.02351112]"
429,vclaim-pol-00429,"[ 0.0452699  -0.02328524 -0.03269155 ...  0.04827652  0.01981193
  0.01986784]"
430,vclaim-pol-00430,"[-0.0030961   0.04070238 -0.03667305 ... -0.05075607  0.01843916
 -0.06741709]"
431,vclaim-pol-00431,"[-0.01051309  0.0237241  -0.01519841 ... -0.00615233 -0.04373331
  0.0169608 ]"
432,vclaim-pol-00432,"[-0.01045303 -0.02326465 -0.05518717 ... -0.01916446  0.00432631
  0.0027884 ]"
433,vclaim-pol-00433,"[ 0.03245601  0.03816165 -0.05572283 ... -0.00806898  0.04016413
  0.0113281 ]"
434,vclaim-pol-00434,"[-0.00164823  0.02043858  0.04080267 ... -0.00650272  0.00896
  0.01175829]"
435,vclaim-pol-00435,"[ 0.01561495  0.03223954  0.01438918 ...  0.02541062 -0.03469138
 -0.01054226]"
436,vclaim-pol-00436,"[-0.01794233 -0.03851195  0.00425948 ... -0.02466165 -0.03442196
  0.02737073]"
437,vclaim-pol-00437,"[ 0.018465   -0.01145973 -0.00085596 ... -0.00653694  0.02337033
 -0.00147759]"
438,vclaim-pol-00438,"[ 0.01155893  0.03752941 -0.03967781 ...  0.04387383  0.0342652
  0.01633972]"
439,vclaim-pol-00439,"[ 0.01270968  0.00119944 -0.02030139 ... -0.03970881  0.00186218
 -0.04109702]"
440,vclaim-pol-00440,"[ 0.01708486  0.02895922 -0.01949999 ...  0.00647167  0.00129274
 -0.0244406 ]"
441,vclaim-pol-00441,"[ 0.0272864   0.02730132 -0.05160422 ...  0.0303613  -0.02765985
  0.05359586]"
